"fiscal_year","fiscal_qtr","visits","readmissions","crude_readm_rate","expected_readm_rate","prov_ref_rate","risk_adjusted_readm_rate"
"2014","1",479,76,0.15866388308977,0.156358671351741,0.164359254690341,0.166782419839356
"2014","2",509,92,0.180746561886051,0.169006418608379,0.164359254690341,0.175776579635539
"2014","3",456,67,0.146929824561404,0.145612172485004,0.164359254690341,0.165846550082767
"2014","4",494,72,0.145748987854251,0.146531871211096,0.164359254690341,0.163481124055845
